色号,名称,色值,数量,占比
H02,白色,#FEFFFF,2123,80.1%
H07,黑色,#000000,307,11.6%
E19,极浅粉,#FEBAD5,84,3.2%
E04,深粉,#E8649E,56,2.1%
R28,夜光蓟紫,#9C87D6,32,1.2%
R27,夜光樱粉,#EA8CB1,27,1.0%
D11,粉蓝,#B9BAE1,7,0.3%
G05,深橙,#EDB045,6,0.2%
P20,珠光粉紫,#FEBECF,3,0.1%
B10,浅蓝绿,#95D3C2,2,0.1%
E18,淡粉,#FFC7DB,2,0.1%
H11,银灰,#CCCDD5,1,0.0%
D16,白色,#E3E1EE,1,0.0%
H17,白烟,#F1EDED,1,0.0%
